Using device: cuda
Initialized new model
============================================================
MODEL PARAMETER COUNT
============================================================
Encoder parameters:    12,232,320
Decoder parameters:    970,016
Total parameters:      13,202,336
============================================================
Training from step 0 to 1000000
Step 0 (0.0%): Train Loss = 1.846472, Val Loss = 1.295519, Gnorm = 6.976364, Samples = 256, LR = 2.00e-04, Steps/sec = 0.00, Samples/sec = 0.0
Step 224500 (22.5%): Train Loss = 0.284919, Val Loss = 0.273155, Gnorm = 0.380544, Samples = 57472256, LR = 1.76e-04, Steps/sec = 1.12, Samples/sec = 287.5
Step 225000 (22.5%): Train Loss = 0.316216, Val Loss = 0.290124, Gnorm = 0.449558, Samples = 57600256, LR = 1.76e-04, Steps/sec = 1.09, Samples/sec = 278.4
Step 225500 (22.6%): Train Loss = 0.303593, Val Loss = 0.271988, Gnorm = 0.415994, Samples = 57728256, LR = 1.76e-04, Steps/sec = 1.12, Samples/sec = 287.0
Step 226000 (22.6%): Train Loss = 0.273088, Val Loss = 0.291778, Gnorm = 0.358217, Samples = 57856256, LR = 1.76e-04, Steps/sec = 1.12, Samples/sec = 286.8
Step 226500 (22.7%): Train Loss = 0.322575, Val Loss = 0.305237, Gnorm = 0.288041, Samples = 57984256, LR = 1.76e-04, Steps/sec = 1.09, Samples/sec = 280.2
Step 227000 (22.7%): Train Loss = 0.294418, Val Loss = 0.280196, Gnorm = 0.242190, Samples = 58112256, LR = 1.76e-04, Steps/sec = 1.13, Samples/sec = 289.0
Step 227500 (22.8%): Train Loss = 0.309904, Val Loss = 0.263561, Gnorm = 0.614160, Samples = 58240256, LR = 1.76e-04, Steps/sec = 1.10, Samples/sec = 280.9
Step 228000 (22.8%): Train Loss = 0.311981, Val Loss = 0.259944, Gnorm = 0.511960, Samples = 58368256, LR = 1.75e-04, Steps/sec = 1.13, Samples/sec = 288.8
Step 228500 (22.9%): Train Loss = 0.293304, Val Loss = 0.280070, Gnorm = 0.325519, Samples = 58496256, LR = 1.75e-04, Steps/sec = 1.12, Samples/sec = 286.9
Step 229000 (22.9%): Train Loss = 0.293983, Val Loss = 0.288557, Gnorm = 0.561443, Samples = 58624256, LR = 1.75e-04, Steps/sec = 1.09, Samples/sec = 279.5
Step 229500 (23.0%): Train Loss = 0.309047, Val Loss = 0.271885, Gnorm = 0.379781, Samples = 58752256, LR = 1.75e-04, Steps/sec = 1.12, Samples/sec = 287.0
Step 230000 (23.0%): Train Loss = 0.307662, Val Loss = 0.292431, Gnorm = 0.432037, Samples = 58880256, LR = 1.75e-04, Steps/sec = 1.09, Samples/sec = 279.5
Step 230500 (23.1%): Train Loss = 0.313132, Val Loss = 0.297808, Gnorm = 0.259380, Samples = 59008256, LR = 1.75e-04, Steps/sec = 1.12, Samples/sec = 287.1
Step 231000 (23.1%): Train Loss = 0.318883, Val Loss = 0.278583, Gnorm = 0.320155, Samples = 59136256, LR = 1.75e-04, Steps/sec = 1.09, Samples/sec = 279.6
Step 231500 (23.2%): Train Loss = 0.302860, Val Loss = 0.281710, Gnorm = 0.278505, Samples = 59264256, LR = 1.75e-04, Steps/sec = 1.12, Samples/sec = 286.4
Step 232000 (23.2%): Train Loss = 0.297491, Val Loss = 0.287630, Gnorm = 0.283969, Samples = 59392256, LR = 1.75e-04, Steps/sec = 1.12, Samples/sec = 286.7
Step 232500 (23.3%): Train Loss = 0.297430, Val Loss = 0.284624, Gnorm = 0.370717, Samples = 59520256, LR = 1.74e-04, Steps/sec = 1.09, Samples/sec = 280.3
Step 233000 (23.3%): Train Loss = 0.308916, Val Loss = 0.293120, Gnorm = 0.416269, Samples = 59648256, LR = 1.74e-04, Steps/sec = 1.12, Samples/sec = 287.6
Step 233500 (23.4%): Train Loss = 0.273876, Val Loss = 0.296497, Gnorm = 0.534428, Samples = 59776256, LR = 1.74e-04, Steps/sec = 1.09, Samples/sec = 279.5
Step 234000 (23.4%): Train Loss = 0.295802, Val Loss = 0.271171, Gnorm = 0.215601, Samples = 59904256, LR = 1.74e-04, Steps/sec = 1.12, Samples/sec = 287.9
Step 234500 (23.5%): Train Loss = 0.263994, Val Loss = 0.287793, Gnorm = 0.308021, Samples = 60032256, LR = 1.74e-04, Steps/sec = 1.09, Samples/sec = 278.0
Step 235000 (23.5%): Train Loss = 0.299310, Val Loss = 0.262355, Gnorm = 0.311992, Samples = 60160256, LR = 1.74e-04, Steps/sec = 1.12, Samples/sec = 287.3
Step 235500 (23.6%): Train Loss = 0.295658, Val Loss = 0.286363, Gnorm = 0.277689, Samples = 60288256, LR = 1.74e-04, Steps/sec = 1.12, Samples/sec = 286.9
Step 236000 (23.6%): Train Loss = 0.297534, Val Loss = 0.292720, Gnorm = 0.227282, Samples = 60416256, LR = 1.74e-04, Steps/sec = 1.09, Samples/sec = 280.0
Step 236500 (23.7%): Train Loss = 0.273571, Val Loss = 0.301795, Gnorm = 0.374440, Samples = 60544256, LR = 1.74e-04, Steps/sec = 1.12, Samples/sec = 286.9
Step 237000 (23.7%): Train Loss = 0.325787, Val Loss = 0.308261, Gnorm = 0.310288, Samples = 60672256, LR = 1.74e-04, Steps/sec = 1.09, Samples/sec = 279.3
Step 237500 (23.8%): Train Loss = 0.293524, Val Loss = 0.286304, Gnorm = 0.282697, Samples = 60800256, LR = 1.73e-04, Steps/sec = 1.12, Samples/sec = 287.7
Step 238000 (23.8%): Train Loss = 0.322299, Val Loss = 0.292330, Gnorm = 0.346871, Samples = 60928256, LR = 1.73e-04, Steps/sec = 1.09, Samples/sec = 278.6
Step 238500 (23.9%): Train Loss = 0.287307, Val Loss = 0.316618, Gnorm = 0.388709, Samples = 61056256, LR = 1.73e-04, Steps/sec = 1.12, Samples/sec = 287.0
Step 239000 (23.9%): Train Loss = 0.310876, Val Loss = 0.311256, Gnorm = 0.432317, Samples = 61184256, LR = 1.73e-04, Steps/sec = 1.12, Samples/sec = 286.7
Step 239500 (24.0%): Train Loss = 0.282333, Val Loss = 0.315158, Gnorm = 0.271639, Samples = 61312256, LR = 1.73e-04, Steps/sec = 1.09, Samples/sec = 278.3
Step 240000 (24.0%): Train Loss = 0.299842, Val Loss = 0.294110, Gnorm = 0.329488, Samples = 61440256, LR = 1.73e-04, Steps/sec = 1.12, Samples/sec = 286.7
Step 240500 (24.1%): Train Loss = 0.289275, Val Loss = 0.271723, Gnorm = 0.294618, Samples = 61568256, LR = 1.73e-04, Steps/sec = 1.09, Samples/sec = 278.7
Step 241000 (24.1%): Train Loss = 0.291610, Val Loss = 0.284115, Gnorm = 0.611559, Samples = 61696256, LR = 1.73e-04, Steps/sec = 1.12, Samples/sec = 287.3
Step 241500 (24.2%): Train Loss = 0.284551, Val Loss = 0.272194, Gnorm = 0.373946, Samples = 61824256, LR = 1.73e-04, Steps/sec = 1.09, Samples/sec = 278.1
Step 242000 (24.2%): Train Loss = 0.292921, Val Loss = 0.293012, Gnorm = 0.261872, Samples = 61952256, LR = 1.72e-04, Steps/sec = 1.12, Samples/sec = 287.2
Step 242500 (24.3%): Train Loss = 0.281502, Val Loss = 0.277179, Gnorm = 0.317444, Samples = 62080256, LR = 1.72e-04, Steps/sec = 1.12, Samples/sec = 286.5
Step 243000 (24.3%): Train Loss = 0.290904, Val Loss = 0.281088, Gnorm = 0.675151, Samples = 62208256, LR = 1.72e-04, Steps/sec = 1.09, Samples/sec = 278.5
Step 243500 (24.4%): Train Loss = 0.310874, Val Loss = 0.298093, Gnorm = 0.368307, Samples = 62336256, LR = 1.72e-04, Steps/sec = 1.12, Samples/sec = 286.9
Step 244000 (24.4%): Train Loss = 0.272279, Val Loss = 0.315463, Gnorm = 0.399019, Samples = 62464256, LR = 1.72e-04, Steps/sec = 1.08, Samples/sec = 277.8
Step 244500 (24.5%): Train Loss = 0.281104, Val Loss = 0.292126, Gnorm = 0.277277, Samples = 62592256, LR = 1.72e-04, Steps/sec = 1.12, Samples/sec = 286.3
Step 245000 (24.5%): Train Loss = 0.307514, Val Loss = 0.281552, Gnorm = 0.265839, Samples = 62720256, LR = 1.72e-04, Steps/sec = 1.09, Samples/sec = 278.9
Step 245500 (24.6%): Train Loss = 0.280675, Val Loss = 0.300749, Gnorm = 0.229674, Samples = 62848256, LR = 1.72e-04, Steps/sec = 1.13, Samples/sec = 288.4
Step 246000 (24.6%): Train Loss = 0.301224, Val Loss = 0.260206, Gnorm = 0.510973, Samples = 62976256, LR = 1.72e-04, Steps/sec = 1.12, Samples/sec = 287.0
Step 246500 (24.7%): Train Loss = 0.293926, Val Loss = 0.277816, Gnorm = 0.292089, Samples = 63104256, LR = 1.71e-04, Steps/sec = 1.09, Samples/sec = 279.5
Step 247000 (24.7%): Train Loss = 0.295758, Val Loss = 0.245056, Gnorm = 0.247581, Samples = 63232256, LR = 1.71e-04, Steps/sec = 1.12, Samples/sec = 288.0
Step 247500 (24.8%): Train Loss = 0.288893, Val Loss = 0.309027, Gnorm = 0.283422, Samples = 63360256, LR = 1.71e-04, Steps/sec = 1.09, Samples/sec = 279.0
Step 248000 (24.8%): Train Loss = 0.303417, Val Loss = 0.314440, Gnorm = 0.309831, Samples = 63488256, LR = 1.71e-04, Steps/sec = 1.13, Samples/sec = 288.1
Step 248500 (24.9%): Train Loss = 0.300766, Val Loss = 0.298515, Gnorm = 0.318748, Samples = 63616256, LR = 1.71e-04, Steps/sec = 1.13, Samples/sec = 288.3
Step 249000 (24.9%): Train Loss = 0.314388, Val Loss = 0.310614, Gnorm = 0.351389, Samples = 63744256, LR = 1.71e-04, Steps/sec = 1.09, Samples/sec = 279.4
Step 249500 (25.0%): Train Loss = 0.296912, Val Loss = 0.260001, Gnorm = 0.261367, Samples = 63872256, LR = 1.71e-04, Steps/sec = 1.12, Samples/sec = 286.8
Step 250000 (25.0%): Train Loss = 0.273523, Val Loss = 0.270746, Gnorm = 0.614351, Samples = 64000256, LR = 1.71e-04, Steps/sec = 1.09, Samples/sec = 278.3
Step 250500 (25.1%): Train Loss = 0.288569, Val Loss = 0.250240, Gnorm = 0.391523, Samples = 64128256, LR = 1.71e-04, Steps/sec = 1.13, Samples/sec = 288.1
Step 251000 (25.1%): Train Loss = 0.308739, Val Loss = 0.289009, Gnorm = 0.309895, Samples = 64256256, LR = 1.70e-04, Steps/sec = 1.09, Samples/sec = 279.6
Step 251500 (25.2%): Train Loss = 0.286914, Val Loss = 0.265151, Gnorm = 0.386133, Samples = 64384256, LR = 1.70e-04, Steps/sec = 1.12, Samples/sec = 287.9
Step 252000 (25.2%): Train Loss = 0.290057, Val Loss = 0.315973, Gnorm = 0.283368, Samples = 64512256, LR = 1.70e-04, Steps/sec = 1.12, Samples/sec = 287.3
Step 252500 (25.3%): Train Loss = 0.287783, Val Loss = 0.301824, Gnorm = 0.225256, Samples = 64640256, LR = 1.70e-04, Steps/sec = 1.09, Samples/sec = 278.9
Step 253000 (25.3%): Train Loss = 0.327656, Val Loss = 0.363286, Gnorm = 0.280210, Samples = 64768256, LR = 1.70e-04, Steps/sec = 1.12, Samples/sec = 286.6
Step 253500 (25.4%): Train Loss = 0.282669, Val Loss = 0.279744, Gnorm = 0.314173, Samples = 64896256, LR = 1.70e-04, Steps/sec = 1.09, Samples/sec = 278.4
Step 254000 (25.4%): Train Loss = 0.292767, Val Loss = 0.295093, Gnorm = 0.280471, Samples = 65024256, LR = 1.70e-04, Steps/sec = 1.12, Samples/sec = 287.3
Step 254500 (25.5%): Train Loss = 0.308785, Val Loss = 0.300791, Gnorm = 0.289448, Samples = 65152256, LR = 1.70e-04, Steps/sec = 1.09, Samples/sec = 278.4
Step 255000 (25.5%): Train Loss = 0.290369, Val Loss = 0.322914, Gnorm = 0.321358, Samples = 65280256, LR = 1.70e-04, Steps/sec = 1.13, Samples/sec = 288.4
Step 255500 (25.6%): Train Loss = 0.303980, Val Loss = 0.255930, Gnorm = 0.346532, Samples = 65408256, LR = 1.69e-04, Steps/sec = 1.13, Samples/sec = 288.2
Step 256000 (25.6%): Train Loss = 0.296989, Val Loss = 0.258530, Gnorm = 0.299068, Samples = 65536256, LR = 1.69e-04, Steps/sec = 1.09, Samples/sec = 279.4
Step 256500 (25.7%): Train Loss = 0.285223, Val Loss = 0.283659, Gnorm = 0.260620, Samples = 65664256, LR = 1.69e-04, Steps/sec = 1.12, Samples/sec = 287.6
Step 257000 (25.7%): Train Loss = 0.283443, Val Loss = 0.284481, Gnorm = 0.268980, Samples = 65792256, LR = 1.69e-04, Steps/sec = 1.09, Samples/sec = 278.5
Step 257500 (25.8%): Train Loss = 0.316820, Val Loss = 0.258469, Gnorm = 0.275776, Samples = 65920256, LR = 1.69e-04, Steps/sec = 1.12, Samples/sec = 288.0
Step 258000 (25.8%): Train Loss = 0.293434, Val Loss = 0.301858, Gnorm = 0.244022, Samples = 66048256, LR = 1.69e-04, Steps/sec = 1.09, Samples/sec = 278.9
Step 258500 (25.9%): Train Loss = 0.295352, Val Loss = 0.285854, Gnorm = 0.252809, Samples = 66176256, LR = 1.69e-04, Steps/sec = 1.13, Samples/sec = 288.6
Step 259000 (25.9%): Train Loss = 0.296954, Val Loss = 0.279105, Gnorm = 0.291521, Samples = 66304256, LR = 1.69e-04, Steps/sec = 1.13, Samples/sec = 288.2
Step 259500 (26.0%): Train Loss = 0.319763, Val Loss = 0.284758, Gnorm = 0.335121, Samples = 66432256, LR = 1.69e-04, Steps/sec = 1.09, Samples/sec = 279.1
Step 260000 (26.0%): Train Loss = 0.278593, Val Loss = 0.284144, Gnorm = 0.329398, Samples = 66560256, LR = 1.68e-04, Steps/sec = 1.12, Samples/sec = 287.9
Step 260500 (26.1%): Train Loss = 0.289465, Val Loss = 0.285149, Gnorm = 0.225883, Samples = 66688256, LR = 1.68e-04, Steps/sec = 1.09, Samples/sec = 278.2
Step 261000 (26.1%): Train Loss = 0.287154, Val Loss = 0.269907, Gnorm = 0.458782, Samples = 66816256, LR = 1.68e-04, Steps/sec = 1.13, Samples/sec = 288.2
Step 261500 (26.2%): Train Loss = 0.303254, Val Loss = 0.298739, Gnorm = 0.382361, Samples = 66944256, LR = 1.68e-04, Steps/sec = 1.09, Samples/sec = 278.6
Step 262000 (26.2%): Train Loss = 0.283019, Val Loss = 0.300148, Gnorm = 0.436649, Samples = 67072256, LR = 1.68e-04, Steps/sec = 1.13, Samples/sec = 288.1
Step 262500 (26.3%): Train Loss = 0.295779, Val Loss = 0.307323, Gnorm = 0.305458, Samples = 67200256, LR = 1.68e-04, Steps/sec = 1.12, Samples/sec = 287.3
Step 263000 (26.3%): Train Loss = 0.299245, Val Loss = 0.279769, Gnorm = 0.218128, Samples = 67328256, LR = 1.68e-04, Steps/sec = 1.09, Samples/sec = 278.8
Step 263500 (26.4%): Train Loss = 0.295412, Val Loss = 0.281935, Gnorm = 0.427719, Samples = 67456256, LR = 1.68e-04, Steps/sec = 1.12, Samples/sec = 287.5
Step 264000 (26.4%): Train Loss = 0.284847, Val Loss = 0.278041, Gnorm = 0.255967, Samples = 67584256, LR = 1.68e-04, Steps/sec = 1.09, Samples/sec = 279.6
Step 264500 (26.5%): Train Loss = 0.316055, Val Loss = 0.281656, Gnorm = 0.303059, Samples = 67712256, LR = 1.67e-04, Steps/sec = 1.13, Samples/sec = 288.3
Step 265000 (26.5%): Train Loss = 0.305767, Val Loss = 0.289118, Gnorm = 0.291769, Samples = 67840256, LR = 1.67e-04, Steps/sec = 1.13, Samples/sec = 288.5
Step 265500 (26.6%): Train Loss = 0.295206, Val Loss = 0.269283, Gnorm = 0.481881, Samples = 67968256, LR = 1.67e-04, Steps/sec = 1.09, Samples/sec = 279.6
Step 266000 (26.6%): Train Loss = 0.299118, Val Loss = 0.282562, Gnorm = 0.308243, Samples = 68096256, LR = 1.67e-04, Steps/sec = 1.12, Samples/sec = 287.6
Step 266500 (26.7%): Train Loss = 0.297763, Val Loss = 0.302513, Gnorm = 0.259751, Samples = 68224256, LR = 1.67e-04, Steps/sec = 1.09, Samples/sec = 278.8
Step 267000 (26.7%): Train Loss = 0.302501, Val Loss = 0.275552, Gnorm = 0.329275, Samples = 68352256, LR = 1.67e-04, Steps/sec = 1.13, Samples/sec = 288.4
Step 267500 (26.8%): Train Loss = 0.292040, Val Loss = 0.272988, Gnorm = 0.286844, Samples = 68480256, LR = 1.67e-04, Steps/sec = 1.09, Samples/sec = 278.1
